part	section_id	section_name	pages	entry_id	abaza	category	preverb	root	suffix	msd	translation	examples	comment	contributor	source	100%
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	10	15	А-дз-хъа-жь-ра	перех.	А-дз-хъа	жь		ра	оставлять кого, что-л. рядом с кем, чем-л.	Йрымаз зымгIва гIасыдзхъаржьын (й-гIа-с-ы-дз-хъа-р-жьы-н) йджвыквылхтI. Аб. Т. Они ушли (отправились), оставив со мной все, что было у них.		George Moroz	А-дз-хъа-жь-ра перех. АРС, 39. Оставлять кого, что-л. рядом с кем, чем-л. Йрымез зымгШва гТасыдзхъар- жьын (й-га-с-ы-дз-хъа-р-жьы-н) йджвыквылхт1. Аб. Т. Они ушли (отправились), оставив со мной все, что было у них.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	10	16	А-квы-жь-ра	перех.	А-квы	жь		ра	пустить кого, что-л. по поверхности чего-то	Уара с-ы-з-кв-у-жьы-з амгва цIхъва гьамчпастI. Атахв, 34. Дорога, по которой ты меня пустил, еще не имеет конца.		George Moroz	А-квы-жь-ра перех. пустить кого, что-л. по поверх- ности чего-то. Уара с-ы-з-кв-у-жьы-з амгва иТхъва гьам- чпастР. Атахв, 34. Дорога, по которой ты меня пустил, еще не имеет конца.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	10	17	А-квы-жь-ра	перех.	А-квы	жь		ра	оставлять кого, что-л. на чем- то	АгIвычIвгIвыс аурам дгIаквыжь (д-гIа-а-квы-жь) йгьауашым. Скыт, 159. Человека нельзя оставлять на улице.		George Moroz	А-квы-жь-ра перех. оставлять кого, что-л. ма чем- то. АщвыШв выс аурам  дТаквыжь (д-Ма-а-квыжь) Игьауашым. Скыт, 159. Человека нельзя оставлять на улице.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	10	18	А-ква-цIа-жь-ра	перех.	А-ква-цIа	жь		ра	отправлять кого-л. побродить	АчкIын сара дстахъыпI, дара д-а-ква-цIа-ры-жь-тI. Аб. Т. Парень мне нужен, а они его отправили гулять.		George Moroz	А-ква-цЛа-жь-ра перех. отправлять кого-л. побро- кить. Ачвыи сара детахъыйТ, дара д-а-ква-иГа-ры-жь-тГ. Аб. Т. Парень мне нужен, а они его отправили гулять.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	10	19	КIа-жь-ра	перех.	КIа	жь		ра	валить, повалить кого, что-л. вниз	Анахьани атшыгIв дгIахысын Идрис д-гIа-кIа-йы-жь-тI. Нышв, 153. Тот всадник выстрелил и повалил Идриса.		George Moroz	КЛа-жь-ра перех. валить, повалить кого, что-л. вниз. Анахъани атшыгв дахысын Идрис  д-Ма-кТа-йы-жь-Т. Нышв, 153. Тот всадник выстрелил и повалил Идриса.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	10	20	КIы-д-жьы-л-ра	перех.	КIы-д	жьы	л	ра	пустить кого-л. на косогор	АхIвараква акIадза й-кIы-ды-р-жьы-л-тI. Аб. Т. Они телят отпустили на косогор.		George Moroz	КЛы-дэжььел-ра перех. пустить кого-л. на косогор. АхТвараква акТадза й-кТы-ды-р-жьы-л-тГ. Аб. Т. Они телят отпустили на косогор,	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	10--11	21	КIы-ла-жь-ра	перех.	КIы-ла	жь		ра	пустить кого, что-л. в отверстие, в полое место	АхвымбырцIакIьаква ащхаква амартан дгьынхIара й-гь-кIы-ла-р-мы-жь-х-уазтI. Аб, Т. Муравьи не пускали пчел в отверстие.	дгьынхIара не пропечатано	George Moroz	КТы-ла-жь-ра перех. пустить кого, что-л. в отверс- тие, в полое место. АхвымбырцакТьаква ащхаква амартан з"НтхТара й-ть-кТы-ла-р-мы-жь-х-уазт!. Аб, Т. Муравьи не "ускали пчел в отверстие.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	22	КI-ны-жь-ра	перех.	КI-ны	жь		ра	спустить кого, что-л. вниз	Ачвымла аннырхх аркъанла д-кI-ны-р-жь-х-тI. Аб. Т. Когда убрали лестницу, его спустили вниз на веревке.		George Moroz	КТ-ны-жь-ра перех. спустить кого, что-л. вниз. Ачвымла аннырхх аркъанла д-кТ-ны-р-жь-х-тР. Аб. Т. Ког- да убрали лестницу, его спустили вниз на веревке.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	23	А-к!ва-жь-ра	перех.	А-кIва	жь		ра	класть пазухой к пазухе	Апси абзи акIвалжьитI (й-а-кIва-л-жь-итI). Посл. Она мертвого с живым кладет в одну постель (пазухой к пазухе). О проходимце.	абзи не пропечатано	George Moroz	А-к!ва-жь-ра перех. класть пазухой к пазухе. Апси бам акТвалжьитТ (й-а-кТва-л-жь-ит. Посл. Она мертвого ® живым кладет в одну постель (пазухой к пазухе). О про- ходимце.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	24	А-ла-жь-ра	перех.	А-ла	жь		ра	пустить. отправить кого, что-л. в однородную массу	Ачв анажвра ахIвара й-р-ы-ла-жь-х. АПА, 71. Когда вол состарится, отправь его в телячий гурт (в их массу).		George Moroz	А-ла-жь-ра перех. пустить. отправить кого, что-л, в однородную массу. Ачв анажвра ахТвара й-р-ы-ла-жь-х. АПА, 71. Когда вол состарится, отправь его в телячий гурт (в их массу).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	25	А-мгва-жь-ра	перех.	А-мгва	жь		ра	пустить кого, что-л. внутрь (в живот) чего-н.	Ачваква дрымгвалуашын — д-гь-р-ы- мгва-р-мы-жь-тI. Аб. Т. Он хотел завернуться в шкурках— его не пустили (они его завернуться в них не пустили).		George Moroz	А-мгва-жь-ра перех. пустить кого, что-л. внутрь (в живот) чего-н. Ачваква дрымгвалуашын — д-гь-р-ы- мгва-р-мы-жь-тТ. Аб. Т. Он хотел завернуться в шкурках— ©го не пустили (они его завернуться в них не пустили).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	26	А-мцIа-жь-ра	перех.	А-мцIа	жь		ра	пустить кого, что-л. перед кем, чем-н.	Асаби дылбжьан д-ры-мцIа-лы-жь-лI. Аб. Т. Она уговорила ребенка подойти к ним (она его пустила перед ними).		George Moroz	А-мцТа-жь-ра перех. пустить кого, что-л. перед кем, чем-н. Асаби дылбжьан д-ры-ми!Та-лы-жь-лТ. Аб. Т. Она уговорила ребенка подойти к ним (она его пустила перед ними).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	27	МыгIв-хъы-жь-ра	перех.	МыгIв-хъы	жь		ра	сводить кого-л. с пути	Йыдрымгалта йаъайа — д-мыгIв-хъы-р-жь-тI. Аб. Т. Чего только с ним не проделали — они сго свели с пути.		George Moroz	МыМв-хъы-жь-ра перех. сводить кого-л. с пути. Иыдрымгалта йаъайа — д-мыгв-хъы-р-жь-тЁ. Аб. Т. Чего только с ним не проделали — они сго свели с пути.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	28	На-жьы-л-ра	перех.	На	жьы	л	ра	пустить кого-л. в помещение (в сторону от говорящего)	Чквын хвыцкI д-на-й-жьы-л-тI. Т. Б., Амара, 31. Он пустил в помещение мальчика.		George Moroz	На-жьы-л-ра перех. пустить кого-л. в помещение (в сторону от говорящего). Чквын хвыцк! д-на-й-жьы-л-1Т. Т. Б., Амара, 31. Он пустил в помещение мальчика.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	29	Нкъвы-жь-ра	перех.	Нкъвы	жь		ра	посылать, заставлять ходить кого, что-л.	Ари аъара б-ы-нкъвы-р-жь-итI. Ком, 29.Х1.1986, П. Они тебя заставляют столько ходить. ШахIым й-нкъв-и-жь-тI йшыдзадза. Абазашта № 1, 54. Шахим привел в движение свои челюсти (заставил их ходить).		George Moroz	Нкъвы-жь-ра перех. посылать. заставлять ходить кого, чте-л. Ари аъара б-ы-нкъвы-р-лсь-итТ. Ком, 29.Х1.1986, П. Они тебя застэвляют столько ходить. ШахТым й-нкъв- и-жь-тГ йшыдзадза. Абазашта № 1, 54. Шахим привел в движение свои челюсти (заставил их ходить).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	30	(ГIа)-ны-жь-ра	перех.	(ГIа)-ны	жь		ра	оставлять кого, что-л.	У-ны-з-жь-итI са йатаркIвах, с-Абазашта. Азпира, 28. Я снова покидаю (оставляю) тебя, моя Абазашта. Толистан хвыцгьи атажв д-л-ы-з-гIа-ны-гIы-жь-тI. Нышв, 216. Маленького Толистана мы оставили старухе.		George Moroz	(ГЛа)-ны-жь-ра перех. оставлять кого, что-л. У-ны- з-жь-ит[ са ЙатаркТвах, с-Абазашта. Азпира, 28. Я снова покидаю (оставляю) тебя, моя Абазашта. Толистан хвып- гьи атажв д-л-ы-з-Та-ны-тТы-жь-т]. Нышв, 216. Маленько- то Толистана мы оставили старухе.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	31	НапIы-пцIа-жь-ра	перех.	НапIы-пцIа	жь		ра	пустить кого, что-л. в руки	АгIвпхIвысчва  хвгIвысабичва гIарнапIыцIажьта (й-гIа-р. напIы-цIажь-та) йгьсзгIанымыжьтI Нышв, 150. Я не мог покинуть двух женщин с пятью детьми (оставляя в их руках детей).		Elizaveta Kozhanova	НалТы-пцТа-жь-ра перех. пустить кого, что-л. в руки. Аг?впхХвысчва  хвгвысабичва ГГарнатышажьта {й-МТа-р. напы-Шажь-та) йтьезганымыжьт Нышв, 150. Я не мог покинуть двух женщин с пятью детьми (оставляя в их руках детей).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	11	32	ПшцIа-жь-ра	перех.	ПшцIа	жь		ра	пустить кого, что-л. во двор	Асас зджьара д-пшцIа-р-мы-жь-уа-та йуысква ахъвда- хъвырщттI. Аб. Т. Гостя ни в чем не утруждая (не пуская сго ни в какой двор), они выполнили всё его дела.		Elizaveta Kozhanova	Иши1а-жь-ра перех. пустить кого, что-л. во двор. Асас зджьара д-ппиа-р-мы-жь-уа-та Йуысква ахъвда- хъвырщтт!. Аб. Т. Гостя ни в чем не утруждая (не пуская сго ни в какой двор), они выполнили всё его дела.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	33	П-шIа-жь-ра	перех.	П-шIа	жь		ра	послать кого-л. навстречу кому-то. чему-то	Ахвыцква ачвагъвачва й-р-п-шIа-гIы-жь-тI, Аб. Т. Мы детей послали навстречу пахарям.		Elizaveta Kozhanova	П-шТа-жь-ра перех. послать кого-л. навстречу кому- то. чему-то. Ахвыцква ачвагъвачва й.р-п-в|а-гТы-жьТ, Аб. Т. Мы детей послали навстречу пахарям.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	34	Пыра-жь-ра	перех.	Пыра	жь		ра	послать кого, что-л. навстречу кому-то, чему-то	АхIмад ауахь даъапI, йпыражвжьуашда (й-й-пыра-жв-жь-уаш-да) ауи? Нышв, 216. Ахмад находится там, кого вы пошлете навстречу ему?		Elizaveta Kozhanova	Пыра-жь-ра перех. послать кого, что-л. навстречу кому-то, чему-то. Ахмад ауахь даъап!. йпыражвжьуашда {й-й-пыра-жв-жь-уаш-да) ауи? Нышв, 216. Ахмад находится там. кого вы пошлете навстречу ему?	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	35	Пы-цIа-жь-ра	перех.	Пы-цIа	жь		ра	свалить кого, что-л. спереди	АцIлаква пыцIарыжьтI (й-пы- цIа-ры-жь-тI). Аб. Т. Они свалили деревья (спереди).		Elizaveta Kozhanova	Пы-пТа-жь-ра перех. свалить кого, что-л. спереди. Ащшлаква пыцТарыжьтТ (й-пы-пТа-ры-жь-т[). Аб. Т. Они свалили деревья (спереди).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	36	(ГIа)-та-жь-ра	перех.	(ГIа)-та	жь		ра	оставлять остаток чего-то; загонять кого, что-л. туда	Атамщакь кIара гIатаужьырквын (й-гIа-а-та-у-жьы-р-квын) унасып гIатахитI. АПА, 56. Если ты в тарелке оставишь недоеденную пищу, оставишь свое счастье. МухIаджьыр ажьайдза акIвар йгIатайжьын (й-гIа-а-та-й-жьы-н) дхъалхтI. А. тш., 29. Мухаджир выбрался из ущелья, оставив в нем сырое мясо.		Elizaveta Kozhanova	(ГТа)-та-жь-ра перех. оставлять остаток чего-то; за- тонять кого, что-л. туда. Атамщакь кТара гГатаужьырквын {Я-гГа-а-та-у-жьы-р-квыи) унасып татахитГ. АПА, 56. Ес- ли ты в тарелке оставишь недоеденную пищу, оставишь свое счастье. МухТаджьыр ажьайдза аквар ИгГатайжьын (Я-гТа-а-та-й-жьы-н) дхъалхт[Г. А. тш., 29. Мухаджир выб- ралея из ущелья, оставив в нем сырое мясо,	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	37	ТшгIва-жь-ра	перех.	ТшгIва	жь		ра	оставлять кого, что-л. у очага	Ауахъ амажвадза атшгIва й-гIа-тшгIва-лы-жь-тI. Аб. Т. Женщина на ночь тесто оставила у очага.		Elizaveta Kozhanova	Тштва-жь-ра перех. оставлять кого, что-л. у очага. Луахъ амажвадза атшГва й-Ча-тпиТва-ль-жь-Т. Аб. Т. Женщина на ночь тесто оставила у очага.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	38	ТшкIара-жь-ра	перех.	ТшкIара	жь		ра	впустить кого, что-л, во двор	АхIвараква акIьадыгв й-тшкIара-жв-жь-х. Аб. Т. Телят впустите во двор.		Elizaveta Kozhanova	ТшкТара-жь-ра перех. АРС. 363. Впустить кого, что-л, зо двор. Ахвараква а ьадыгв й-тшкТара-жв-жь-х. Аб. Т. Телят впустите во двор.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	39	ТшкIара-жь-ра	перех.	ТшкIара	жь		ра	оставлять кого, что-л. во дворе	Сымлыкв гIагварга, ауаса анамыс тIакIв сызгIатшкIаражь (й-с-ы-з-гIа-тшкIа-ра-жь). Нышв. 237. Вы заберите мое богатство, но оставьте в моем дворе честь (почет).		Elizaveta Kozhanova	ТшьТара-жь-ра перех. оставлять кого, что-л. во дво- ре. Сымлыкв гагварга, ауаса анамыс тТакТв сызтТатшкТа- ражь (й-е-ы-з-ГТа-тшкТа-ра-жь). Нышв. 237. Вы заберите мое богатство, но оставьте в моем дворе честь (почет).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	40	Тш-п-ны-жь-ра	перех.	Тш-п-ны	жь		ра	погнать кого, что-л. (к берегу или огню)	АхIвараква адзы й-а-тш-п-ны-р-жьы-н дара хъвмаритI. Аб. Т. Погнав телят к берегу, они играют.		Elizaveta Kozhanova	Тш-п-ны-жь-ра перех. погнать кого, что-л, (к берегу или огню). Азхвараква адзы Й-а-тш-п-ны-р-жьы-н дара хъвмарит!, Аб. Т. Погнав телят к берегу, они играют.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	41	Тш-п-ны-жь-ра	перех.	Тш-п-ны	жь		ра	оставить кого, что-л. (на берегу или у огня)	Йрымазгьи агвал й-а-тш-п-ны-р-жьы-н рхъа джвыквыргахтI. Аб. Т. Они на берегу озера оставили все, что имели, и сами отправились.		Elizaveta Kozhanova	Тш-п-ны-жь-ра перех. оставить кого, что-л. (на бе- регу или у огня). Ирымаэтгьи атвал Й-а-тш-п-ны-р-жььы-и рхъа джвыквыргахт!. Аб. Т. Они на берегу озера оставили все, что имели, и сами отправились.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	42	А-уацIа-жь-ра	перех.	А-уацIа	жь		ра	отправить кого, что-л. в населенный пункт (побродить)	АчкIвын акыт д-а-уацIа-р-жьы-н йызпшыхитI. Аб, Т. Они отправили парня в деревню (побродить), а теперь ждут его.		Elizaveta Kozhanova	А-уаща-жь-ра перех. отправить кого, что-л. в насе- ленный пункт (побродить). АчШвын акыт д-а-уащ1а-р-жьы-н йызншыхит!. Аб, Т. Они отправили парня в деревню (по- бродить), а теперь ждут его.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	43	А-уацIа-жь-ра	перех.	А-уацIа	жь		ра	оставить кого, что-л. внутри чего-л.	Акъамчы ауапIа йгIауацIайыжьтI  (й-гIа-а-уацIа- йы-жь-тI). Аб. Т. Он плетку оставил в бурке (внутри бурки).		Elizaveta Kozhanova	А-уаща-жь-ра перех. оставить кого, что-л. внутри чего-л. Акъамчы ауапа йгауац!ТайыжьтЕ  (й-Та-а-уаща- йы-жь-11). Аб. Т. Он плетку оставил в бурке (внутри бурки).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	12	44	А-хъа-жь-ра	перех.	А-хъа	жь		ра	пустить кого, что-л. на кого-то, что-то	ЙкIайпсауа йыхъва пхата у-гь-а-хъа-й-жь-уа-шы-м. АПА, 96. Он не подпустит к своей золе, которую выбрасывает, если она еще теплая.		Elizaveta Kozhanova	А-хъа-жь-ра перех. пустить кого, что-л. на кого-то, что-то. ИкТайпеауа йыхъва пхата у-гь-а-хъа-й-жь-уа-шы-м. АПА, 96. Он не подпустит к своей золе, которую выбра- сывает, если она еще теплая,	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	13	45	Хъ-та-жь-ра	перех.	Хъ-та	жь		ра	наводить что-л. на кого-то, что-то	ИалхIвыз гьйымгвапхатI, агвыжвкIра гIайхъталыжьтI (й-гIа-й-хъ-та-лы-жь-тI), Аб. 1. Ему не понравилось то, что она сказала; она на него навела злобу.		Elizaveta Kozhanova	Хъ-та-жь-ра перех. наводить что-л. на кого-то, что- че. Иалвыз гьйымгвапхат/, агвыжвк!ра глайхъталыжьт! (и-г1а-й-хъ-та-лы-жь-тО, Аб. 1. Ему не понравилось то, что оиа сказала; она на него навела злобу.	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	13	46	Хъы-жь-ра	перех.	Хъы	жь		ра	пустить кого, что-л. на плаву (над водой, облаками)	Акъазква гIатшкIарылщтын адзы йхъылжьтI (й-й-хъы-л-жь-тI). Аб. Т. Она выпустила со двора гуcей и пустила их в воду (на плаву).		Elizaveta Kozhanova	Хъы-жь-ра перех. пустить кого, что-л. на плаву (над подой, облаками). Акъазква атшк[арылщтын адзы йхъыл- жьт] {й-й-хъы-л-жь-т). Аб. Т. Она выпустила со двора гу- ей и пустила их в воду (на плаву).	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	13	47	(ГIа)-хъвы-жь-ра	перех.	(ГIа)-хъвы	жь		ра	оставить что-л. (в висячем положении) над чем-то	Ачуан атшгIва йгIахъвыржьын (й-гIа-а-хъвы-р-жьы-н) йырхъаштылхтI. Аб. Т. Они чан оставили над очагом (в висячем положении) и забыли про него.		Elizaveta Kozhanova	(Г1а)-къвы-жь-ра перех. оставить что-л (в висячем положении) над чем-то. Ачуан атш ва йМахъвыржьын \и-1а-а-хъвы-р-жьы-в) йырхъаштылхт[. Аб. Т. Они чан оставили над очагом (в висячем положении) и забыли про иего-	
1	1	ПРЕВЕРБЫ+СУФФИКСОИД жь	13	48	А-цы-жь-ра	перех.	А-цы	жь		ра	пустить кого, что-л. вместе с кем-то, чем-то	АчкIвын ачвахчва д-р-ы-ц-ры-жь-тI. Аб. Т. Парня они пустили вместе с косарями.		Elizaveta Kozhanova	А-цы-жь-ра перех. пустить кого, что-л. вместе с кем-то, чем-то. Ачвын ачвахчва д-р-ы-ц.ры-жь-тИ. Аб. Т. Парня они пустили вместе с косарями.	
